C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_54_251.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_54_251.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_54_251.jpg, 0, 0, 0, 7.80002E-05
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_54_352.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_54_352.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_54_352.jpg, 0, 0, 0, 7.817462E-05
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_54_455.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_54_455.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_54_455.jpg, 0, 0, 0, 7.867254E-05
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_54_557.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_54_557.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_54_557.jpg, 0, 0, 0, 7.85813E-05
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_54_657.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_54_657.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_54_657.jpg, 0, 0, 0, 7.904153E-05
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_54_758.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_54_758.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_54_758.jpg, 0, 0, 0, 8.000727E-05
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_54_861.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_54_861.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_54_861.jpg, 0, 0, 0, 7.840781E-05
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_54_962.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_54_962.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_54_962.jpg, 0, 0, 0, 7.919085E-05
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_062.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_062.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_062.jpg, 0, 0, 0, 8.383265E-05
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_164.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_164.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_164.jpg, 0, 0.2786412, 0, 0.1632073
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_265.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_265.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_265.jpg, 0, 0.578584, 0, 0.6950647
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_365.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_365.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_365.jpg, 0, 0.8823893, 0, 1.613625
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_469.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_469.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_469.jpg, 0, 1, 0, 2.813579
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_571.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_571.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_571.jpg, -0.2852769, 1, 0, 3.977145
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_672.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_672.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_672.jpg, -0.05096514, 1, 0, 5.141899
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_772.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_772.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_772.jpg, 0, 1, 0, 6.294573
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_872.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_872.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_872.jpg, 0, 1, 0, 7.438046
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_55_972.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_55_972.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_55_972.jpg, -0.2507109, 1, 0, 8.555457
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_072.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_072.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_072.jpg, -0.4954596, 1, 0, 9.613333
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_176.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_176.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_176.jpg, -0.1341714, 1, 0, 10.94765
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_278.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_278.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_278.jpg, 0, 1, 0, 12.15933
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_379.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_379.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_379.jpg, 0, 1, 0, 13.08216
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_480.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_480.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_480.jpg, -0.1157388, 1, 0, 14.33055
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_583.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_583.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_583.jpg, -0.4207932, 1, 0, 15.13465
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_683.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_683.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_683.jpg, -0.1642832, 1, 0, 16.32934
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_785.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_785.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_785.jpg, 0, 1, 0, 17.15988
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_884.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_884.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_884.jpg, 0, 1, 0, 18.38634
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_56_986.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_56_986.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_56_986.jpg, 0, 1, 0, 19.25788
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_57_089.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_57_089.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_57_089.jpg, -0.1427406, 1, 0, 20.38834
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_57_189.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_57_189.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_57_189.jpg, -0.4447287, 1, 0, 21.2085
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_57_290.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_57_290.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_57_290.jpg, -0.1797942, 1, 0, 22.22837
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_57_393.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_57_393.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_57_393.jpg, 0, 1, 0, 23.17652
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_57_494.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_57_494.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_57_494.jpg, 0, 1, 0, 24.15813
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_57_596.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_57_596.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_57_596.jpg, -0.3342285, 1, 0, 25.2646
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_57_696.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_57_696.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_57_696.jpg, -0.3387384, 1, 0, 26.10023
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_57_798.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_57_798.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_57_798.jpg, -0.0422457, 1, 0, 27.04869
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_57_901.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_57_901.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_57_901.jpg, -0.1275507, 1, 0, 27.97458
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_005.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_005.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_005.jpg, -0.4548863, 1, 0, 28.72763
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_107.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_107.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_107.jpg, -0.5190062, 1, 0, 29.48174
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_209.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_209.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_209.jpg, -0.2259316, 1, 0, 30.1973
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_311.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_311.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_311.jpg, 0, 1, 0, 30.18629
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_414.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_414.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_414.jpg, 0, 1, 0, 30.18958
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_517.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_517.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_517.jpg, 0, 1, 0, 30.19029
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_617.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_617.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_617.jpg, 0, 1, 0, 30.19032
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_718.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_718.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_718.jpg, 0, 1, 0, 30.19033
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_821.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_821.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_821.jpg, 0, 1, 0, 30.19029
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_58_923.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_58_923.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_58_923.jpg, -0.0454269, 1, 0, 30.18971
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_59_023.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_59_023.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_59_023.jpg, -0.1970901, 1, 0, 30.18143
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_59_125.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_59_125.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_59_125.jpg, 0, 1, 0, 30.1898
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_59_226.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_59_226.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_59_226.jpg, 0, 1, 0, 30.19024
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_59_325.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_59_325.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_59_325.jpg, 0, 1, 0, 30.19031
C:\Users\ggtx0\Desktop\Data4\IMG\center_2020_02_23_14_16_59_427.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\left_2020_02_23_14_16_59_427.jpg, C:\Users\ggtx0\Desktop\Data4\IMG\right_2020_02_23_14_16_59_427.jpg, -0.04159711, 1, 0, 30.18997
